record_type,source_dataset,source_file,source_row_no,title,normalized_name,country_raw,country_norm,country_iso3,hs_code_raw,hs_code_norm,keywords_raw,keywords_norm,has_contact,contact_name,contact_email,contact_phone,contact_website,valid_until,source_snapshot_date,distance_from_kr_km,contact_email_estimated
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,120,SUNPACCOMPANYLIMITED(SUNPACCOLTD),SUNPACCOMPANYLIMITEDSUNPACCOLTD,"BINHPHUOCBQUARTER,BINHCHUANWARD,THUANANTOWN,BINHDUONGPROVINCE,VIETNAM",베트남,VNM,20423.0,20423.0,화장품제조업 | 20423 | SUNPACCOMPANYLIMITED(SUNPACCOLTD) | SUNPACCOMPANYLIMITED(SUNPACCOLTD) | 20423,화장품제조업 | 20423 | sunpaccompanylimited(sunpaccoltd),1,,,8427-4371-1561,,,2020-08-12,2740.135,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,67,FGD,FGD,"RESIDENCELEJOYAUII,RUEIBNOUALMOUATAZ,1ERETAGEN¡Æ2,CASABLANCA,MOROCCO",모로코,MAR,46443.0,46443.0,화장품및화장용품도매업 | 46443 | FGD | FGD | 46443,화장품및화장용품도매업 | 46443 | fgd,1,,contact@novatis-group.com,2125-2232-7200,www.novatis-group.com,,2020-08-12,10750.38,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,122,IPIAKOREACOSMETICSCOMPANYLIMITED(IPIAKOREACOSMETICSCOLTD),IPIAKOREACOSMETICSCOMPANYLIMITEDIPIAKOREACOSMETICSCOLTD,"NO.20,LANE76,NGUYENCHITHANHSTREET,LANGTHUONGWARD,DONGDADISTRICT,HANOICITY,VIETNAM",베트남,VNM,46443.0,46443.0,화장품및화장용품도매업 | 46443 | IPIAKOREACOSMETICSCOMPANYLIMITED(IPIAKOREACOSMETICSCOLTD) | IPIAKOREACOSMETICSCOMPANYLIMITED(IPIAKOREACOSMETICSCOLTD) | 46443,화장품및화장용품도매업 | 46443 | ipiakoreacosmeticscompanylimited(ipiakoreacosmeticscoltd),1,,drhedison@gmail.com,8424-6686-4198,http://drhedison.com.vn,,2020-08-12,2740.135,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,123,BEAUTIFULLIFEIMPORTEXPORTCOMPANYLIMITED,BEAUTIFULLIFEIMPORTEXPORTCOMPANY,"NO.230TER,PASTEURSTREET,WARD06,DISTRICT3,HOCHIMINHCITY,VIETNAM",베트남,VNM,46443.0,46443.0,화장품및화장용품도매업 | 46443 | BEAUTIFULLIFEIMPORTEXPORTCOMPANYLIMITED | BEAUTIFULLIFEIMPORTEXPORTCOMPANYLIMITED | 46443,화장품및화장용품도매업 | 46443 | beautifullifeimportexportcompanylimited,1,,info@ipretty.vn,8428-6290-6888,www.ipretty.vn,,2020-08-12,2740.135,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,124,VINACOSMOCOLTD,VINACOSMO,"LOTAN59,ROADNO.15,TANTHUANEXPORTPROCESSINGPARK,TANTHUANDONGWARD,DISTRICT7,HOCHIMINHCITY,VIETNAM",베트남,VNM,20423.0,20423.0,화장품제조업 | 20423 | VINACOSMOCOLTD | VINACOSMOCOLTD | 20423,화장품제조업 | 20423 | vinacosmocoltd,1,,vinacosmo@hcm.vnn.vn,8428-3770-1813,http://www.cosmobeauty.co.jp,,2020-08-12,2740.135,True
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,125,BICOLABCOMPANYLIMITED(BICOLABLLC),BICOLABCOMPANYLIMITEDBICOLABLLC,"2NDFLOOR,LIDACO-VINACONEX7TOWER,NO.19,DAITUSTREET,DAIKIMWARD,HOANGMAIDISTRICT,HANOICITY,VIETNAM",베트남,VNM,46443.0,46443.0,화장품및화장용품도매업 | 46443 | BICOLABCOMPANYLIMITED(BICOLABLLC) | BICOLABCOMPANYLIMITED(BICOLABLLC) | 46443,화장품및화장용품도매업 | 46443 | bicolabcompanylimited(bicolabllc),1,,bicolabvn@gmail.com,849-6122-6222,https://www.bicolab.vn/,,2020-08-12,2740.135,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,110,ASSOCIATEDSERVICES,ASSOCIATEDSERVICES,"425,BOROMAGBAZARRAMNADHAKA,DHAKA,BANGLADESH",방글라데시,BGD,46443.0,46443.0,화장품및화장용품도매업 | 46443 | ASSOCIATEDSERVICES | ASSOCIATEDSERVICES | 46443,화장품및화장용품도매업 | 46443 | associatedservices,1,,fawa5624@gmail.com,880-2901-5178,,,2020-08-12,3800.079,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,111,UNITRADEINTERNATIONAL,UNITRADEINTERNATIONAL,"YMCABHABAN(1STFLOOR),1/1,PIONEERROAD,KAKRAIL(RAMNA),DHAKA-1000,BANGLADESH",방글라데시,BGD,46443.0,46443.0,화장품및화장용품도매업 | 46443 | UNITRADEINTERNATIONAL | UNITRADEINTERNATIONAL | 46443,화장품및화장용품도매업 | 46443 | unitradeinternational,1,,unitradeintl_bd@yahoo.com,880-2935-4977,,,2020-08-12,3800.079,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,112,MARICOBANGLADESHLIMITED,MARICOBANGLADESH,"HOUSE-1,ROAD-1,SECTOR-1,UTTARA,DHAKA-1230,BANGLADESH",방글라데시,BGD,20423.0,20423.0,화장품제조업 | 20423 | MARICOBANGLADESHLIMITED | MARICOBANGLADESHLIMITED | 20423,화장품제조업 | 20423 | maricobangladeshlimited,1,,info@marico.com,,www.marico.com/bangladesh,,2020-08-12,3800.079,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,113,VINAKORHANQUOCCORPORATIONCOMPANY(VINAKORHANQUOCCORP),VINAKORHANQUOCCORPORATIONCOMPANYVINAKORHANQUOCCORP,"429/36NGUYENKIEMSTREET,WARD09,PHUNHUANDISTRICT,HCMC,VIETNAM",베트남,VNM,46443.0,46443.0,화장품및화장용품도매업 | 46443 | VINAKORHANQUOCCORPORATIONCOMPANY(VINAKORHANQUOCCORP) | VINAKORHANQUOCCORPORATIONCOMPANY(VINAKORHANQUOCCORP) | 46443,화장품및화장용품도매업 | 46443 | vinakorhanquoccorporationcompany(vinakorhanquoccorp),1,,info@vinakor.net,,http://vinakor.net,,2020-08-12,2740.135,True
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,114,SARTVIETNAMSINGLEMEMBERCOMPANYLIMITED,SARTVIETNAMSINGLEMEMBERCOMPANY,"11THFLOOR,ANPHUBUILDING,NO.24,HOANGQUOCVIETSTREET,NGHIADOWARD,CAUGIAYDISTRICT,HANOICITY,VIETNAM",베트남,VNM,46443.0,46443.0,화장품및화장용품도매업 | 46443 | SARTVIETNAMSINGLEMEMBERCOMPANYLIMITED | SARTVIETNAMSINGLEMEMBERCOMPANYLIMITED | 46443,화장품및화장용품도매업 | 46443 | sartvietnamsinglemembercompanylimited,1,,,849-6979-2951,,,2020-08-12,2740.135,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,115,SYKOREACOMPANYLIMITED(SYKOREACOLTD),SYKOREACOMPANYLIMITEDSYKOREACOLTD,"SUITE301,FLOOR3,NO.68TRANTHAITONGSTREET,DICHVONGHAUWARD,CAUGIAYDISTRICT,HANOICITY,VIETNAM",베트남,VNM,46443.0,46443.0,화장품및화장용품도매업 | 46443 | SYKOREACOMPANYLIMITED(SYKOREACOLTD) | SYKOREACOMPANYLIMITED(SYKOREACOLTD) | 46443,화장품및화장용품도매업 | 46443 | sykoreacompanylimited(sykoreacoltd),1,,,849-6889-1051,,,2020-08-12,2740.135,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,116,DELOVECOSMETICCOMPANYLIMITED(DELOVECOSMETICCOLTD),DELOVECOSMETICCOMPANYLIMITEDDELOVECOSMETICCOLTD,"NO.313/2A,BATHANGHAISTREET,WARD10,DISTRICT10,HOCHIMINHCITY,VIETNAM",베트남,VNM,46443.0,46443.0,화장품및화장용품도매업 | 46443 | DELOVECOSMETICCOMPANYLIMITED(DELOVECOSMETICCOLTD) | DELOVECOSMETICCOMPANYLIMITED(DELOVECOSMETICCOLTD) | 46443,화장품및화장용품도매업 | 46443 | delovecosmeticcompanylimited(delovecosmeticcoltd),1,,myphamdelove@gmail.com,849-0977-2420,http://myphamdelove.com,,2020-08-12,2740.135,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,117,PANDAGROUPJOINTSTOCKCOMPANY(PANDAGRJSC),PANDAGROUPJOINTSTOCKCOMPANYPANDAGRJSC,"NO.72NGUYENKHANGSTREET,YENHOAWARD,CAUGIAYDISTRICT,HANOICITY,VIETNAM",베트남,VNM,46443.0,46443.0,화장품및화장용품도매업 | 46443 | PANDAGROUPJOINTSTOCKCOMPANY(PANDAGRJSC) | PANDAGROUPJOINTSTOCKCOMPANY(PANDAGRJSC) | 46443,화장품및화장용품도매업 | 46443 | pandagroupjointstockcompany(pandagrjsc),1,,info@pandagroup.com.vn,8424-6666-6838,http://pandagroup.com.vn,,2020-08-12,2740.135,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,6,CYJINTERNATIONALTAIWANINC,CYJINTERNATIONALTAIWAN,"4F-1,872,CHUNGCHENGRD.,CHUNGHEDIST.,NEWTAIPEICITY,23586,TAIWAN(R.O.C.)",대만,TWN,46443.0,46443.0,화장품및화장용품도매업 | 46443 | CYJINTERNATIONALTAIWANINC | CYJINTERNATIONALTAIWANINC | 46443,화장품및화장용품도매업 | 46443 | cyjinternationaltaiwaninc,1,,info@drcyjhcc.com.tw,8862-2221-7242,https://www.drcyjhcc.com.tw,,2020-08-12,1475.758,True
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,7,CLOVERSBIOTECHNOLOGYCOLTD,CLOVERSBIOTECHNOLOGY,"17F-5,16F-1,NO.75,XINTAI5THRD.,SEC.1,XIZHIDIST.,NEWTAIPEICITY,22101,TAIWAN(R.O.C.)",대만,TWN,46443.0,46443.0,화장품및화장용품도매업 | 46443 | CLOVERSBIOTECHNOLOGYCOLTD | CLOVERSBIOTECHNOLOGYCOLTD | 46443,화장품및화장용품도매업 | 46443 | cloversbiotechnologycoltd,1,,info@cloversmedtech.com,8862-8698-1098,http://www.cloversmedtech.com/,,2020-08-12,1475.758,True
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,104,KAYVADISTRIBUTIONLLC,KAYVADISTRIBUTION,2201NW102PLUNIT4AMIAMIFL33131,2201NW102PLUNIT4AMIAMIFL33131,,20423.0,20423.0,화장품제조업 | 20423 | KAYVADISTRIBUTIONLLC | KAYVADISTRIBUTIONLLC | 20423,화장품제조업 | 20423 | kayvadistributionllc,1,,,30-5428-2816,,,2020-08-12,,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,105,COSMETIXWEST,COSMETIXWEST,2305UTAHAVENUE90245ELSEGUNDOCALIFORNIAUNITEDSTATESOFAMERICA/US,미국,USA,20423.0,20423.0,화장품제조업 | 20423 | COSMETIXWEST | COSMETIXWEST | 20423,화장품제조업 | 20423 | cosmetixwest,1,,info@cosmetixwest.com,131-0726-3080,http://www.cosmetixwest.com,,2020-08-12,11065.7,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,106,FAROUKSYSTEMSINC,FAROUKSYSTEMS,250PENNBRIGHTDRHOUSTONTX77090,통가,TON,20423.0,20423.0,화장품제조업 | 20423 | FAROUKSYSTEMSINC | FAROUKSYSTEMSINC | 20423,화장품제조업 | 20423 | farouksystemsinc,1,,,28-1876-2000,,,2020-08-12,8895.192,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,107,SGBPACKAGINGGROUPINC,SGBPACKAGINGGROUP,401HACKENSACKAVE7THFLRHACKENSACKNJ07601,케냐,KEN,20423.0,20423.0,화장품제조업 | 20423 | SGBPACKAGINGGROUPINC | SGBPACKAGINGGROUPINC | 20423,화장품제조업 | 20423 | sgbpackaginggroupinc,1,,,20-1488-3030,,,2020-08-12,10118.59,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,108,BEAUTYSYSTEMSGROUPLLC,BEAUTYSYSTEMSGROUP,3001COLORADOBOULEVARD76210DENTONTEXASUNITEDSTATESOFAMERICA,미국,USA,46443.0,46443.0,화장품및화장용품도매업 | 46443 | BEAUTYSYSTEMSGROUPLLC | BEAUTYSYSTEMSGROUPLLC | 46443,화장품및화장용품도매업 | 46443 | beautysystemsgroupllc,1,,info@cosmoprofbeauty.com,194-0898-7500,http://www.cosmoprofbeauty.com,,2020-08-12,11065.7,True
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,109,ALBAHARTRADINGCOWLL,ALBAHARTRADINGCOWLL,"BUILDING542,STREET329SHAIKHABDULLAAVENUE,BLOCK304,MANAMACENTER,P.O.BOX:2874,BAHRAIN",바레인,BHR,47813.0,47813.0,"화장품,비누및방향제소매업 | 47813 | ALBAHARTRADINGCOWLL | ALBAHARTRADINGCOWLL | 47813",화장품 | 비누및방향제소매업 | 47813 | albahartradingcowll,1,,albahar.bh@batelco.com.bh,973-1727-2134,,,2020-08-12,7136.002,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,71,PERSONALIZEDBEAUTYDISCOVERYINC,PERSONALIZEDBEAUTYDISCOVERY,"201BALDWINAVEFL2SANMATEO,CA94401","201BALDWINAVEFL2SANMATEO,CA94401",,47813.0,47813.0,"화장품,비누및방향제소매업 | 47813 | PERSONALIZEDBEAUTYDISCOVERYINC | PERSONALIZEDBEAUTYDISCOVERYINC | 47813",화장품 | 비누및방향제소매업 | 47813 | personalizedbeautydiscoveryinc,1,,info@ipsy.com,88-8769-4526,www.ipsy.com,,2020-08-12,,True
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,90,LEEANDGENGLOBALCORPORATION,LEEANDGENGLOBAL,"17210MARQUARDTAVE.CERRITOS,CA90703",모로코,MAR,46443.0,46443.0,화장품및화장용품도매업 | 46443 | LEEANDGENGLOBALCORPORATION | LEEANDGENGLOBALCORPORATION | 46443,화장품및화장용품도매업 | 46443 | leeandgenglobalcorporation,1,,wjlee@iworldus.com,56-2333-8284,www.iworldus.com,,2020-08-12,10750.38,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,91,KJKOREAINC,KJKOREA,3250WOLYMPICBLVDSTE22490006LOSANGELESCALIFORNIAUNITEDSTATESOFAMERICA/US,미국,USA,46443.0,46443.0,화장품및화장용품도매업 | 46443 | KJKOREAINC | KJKOREAINC | 46443,화장품및화장용품도매업 | 46443 | kjkoreainc,1,,sales@ohhealthkorea.com,121-3393-2824,http://www.eng.ohhealthkorea.com/,,2020-08-12,11065.7,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,92,EVOLUESKINCAREINC,EVOLUESKINCARE,"287S.ROBERTSONBLVD.STE363,BEVERLYHILLS,CA90211","287S.ROBERTSONBLVD.STE363,BEVERLYHILLS,CA90211",,46443.0,46443.0,화장품및화장용품도매업 | 46443 | EVOLUESKINCAREINC | EVOLUESKINCAREINC | 46443,화장품및화장용품도매업 | 46443 | evolueskincareinc,1,,kristin@evoluebeauty.com,31-0569-6976,www.evolue.com,,2020-08-12,,True
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,93,DKSHNORTHAMERICAINC,DKSHNORTHAMERICA,350CLARKDRSTE325BUDDLAKENJ07828,케냐,KEN,47813.0,47813.0,"화장품,비누및방향제소매업 | 47813 | DKSHNORTHAMERICAINC | DKSHNORTHAMERICAINC | 47813",화장품 | 비누및방향제소매업 | 47813 | dkshnorthamericainc,1,,,97-3810-5511,,,2020-08-12,10118.59,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,94,KOLMARLABORATORIESINC,KOLMARLABORATORIES,20WESTKINGSTREET12771PORTJERVISNEWYORKUNITEDSTATESOFAMERICA,미국,USA,20423.0,20423.0,화장품제조업 | 20423 | KOLMARLABORATORIESINC | KOLMARLABORATORIESINC | 20423,화장품제조업 | 20423 | kolmarlaboratoriesinc,1,,info@kolmar.com,184-5856-5311,http://www.kdc-one.com/network/kolmar/,,2020-08-12,11065.7,True
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,95,INTERMOUNTAINNUTRITIONLLC,INTERMOUNTAINNUTRITION,1851WESTUTAHAVENUE84651PAYSONUTAHUNITEDSTATESOFAMERICA/US,미국,USA,20423.0,20423.0,화장품제조업 | 20423 | INTERMOUNTAINNUTRITIONLLC | INTERMOUNTAINNUTRITIONLLC | 20423,화장품제조업 | 20423 | intermountainnutritionllc,1,,info@intermountainnutrition.com,180-1788-4350,https://www.intermountainnutrition.com,,2020-08-12,11065.7,True
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,96,FAREVAMORTONGROVEINC,FAREVAMORTONGROVE,"6901GOLFRDMORTONGROVE,IL60053",통가,TON,20423.0,20423.0,화장품제조업 | 20423 | FAREVAMORTONGROVEINC | FAREVAMORTONGROVEINC | 20423,화장품제조업 | 20423 | farevamortongroveinc,1,,,84-7966-0200,,,2020-08-12,8895.192,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,81,FARSEDAKISHOLDINGSLLC,FARSEDAKISHOLDINGS,"17605CIRCLEPONDCTBOCARATON,FL33496",통가,TON,46443.0,46443.0,화장품및화장용품도매업 | 46443 | FARSEDAKISHOLDINGSLLC | FARSEDAKISHOLDINGSLLC | 46443,화장품및화장용품도매업 | 46443 | farsedakisholdingsllc,1,,,56-1482-5234,,,2020-08-12,8895.192,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,82,FENCHEMINC,FENCHEM,15308ELPRADORDCHINOCA91710,15308ELPRADORDCHINOCA91710,,20423.0,20423.0,화장품제조업 | 20423 | FENCHEMINC | FENCHEMINC | 20423,화장품제조업 | 20423 | fencheminc,1,,,90-9597-8880,,,2020-08-12,,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,83,MAESALLC,MAESA,225LIBERTYST23RDFLNEWYORKNY10281,225LIBERTYST23RDFLNEWYORKNY10281,,20423.0,20423.0,화장품제조업 | 20423 | MAESALLC | MAESALLC | 20423,화장품제조업 | 20423 | maesallc,1,,,21-2674-5555,,,2020-08-12,,False
buyer_candidate,한국무역보험공사_화장품 바이어 정보,한국무역보험공사_화장품 바이어 정보_20200812.csv,84,ROSEDENUITLLC,ROSEDENUIT,"4841W.ROYALLN.IRVING,TX75063","4841W.ROYALLN.IRVING,TX75063",,46443.0,46443.0,화장품및화장용품도매업 | 46443 | ROSEDENUITLLC | ROSEDENUITLLC | 46443,화장품및화장용품도매업 | 46443 | rosedenuitllc,1,,hayan410@kumwon.co.kr,97-2232-7253,www.rosedenuit.com,,2020-08-12,,True
